Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestCheckTransacation,Chrome 65.0.3325.181,"After selecting the products, if the user moves to the Carts page, all the selected products is shown in the cart page. The user can change the amount of products for each type of product, and the total price will be changed regarding to the input value.\r\n-If the user clicks confirm button, the transaction will be added.",2018-05-09 14:39:30,2018-05-09 14:39:59,29.169s,PASSED
,,,,,,
Test Cases/TESTCASE-C,Chrome 65.0.3325.181,,2018-05-09 14:39:31,2018-05-09 14:39:59,28.654s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-05-09 14:39:31,2018-05-09 14:39:36,5.164s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-05-09 14:39:36,2018-05-09 14:39:54,17.344s,PASSED
setText,Chrome 65.0.3325.181,,2018-05-09 14:39:54,2018-05-09 14:39:54,0.407s,PASSED
setText,Chrome 65.0.3325.181,,2018-05-09 14:39:54,2018-05-09 14:39:54,0.219s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:54,2018-05-09 14:39:54,0.173s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-05-09 14:39:54,2018-05-09 14:39:56,1.220s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:56,0.140s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:56,0.161s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:56,0.057s,PASSED
setText,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:56,0.216s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:56,0.139s,PASSED
acceptAlert,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:56,0.055s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:56,2018-05-09 14:39:57,0.204s,PASSED
waitForPageLoad,Chrome 65.0.3325.181,,2018-05-09 14:39:57,2018-05-09 14:39:57,0.132s,PASSED
setText,Chrome 65.0.3325.181,,2018-05-09 14:39:57,2018-05-09 14:39:57,0.264s,PASSED
setText,Chrome 65.0.3325.181,,2018-05-09 14:39:57,2018-05-09 14:39:57,0.235s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:57,2018-05-09 14:39:57,0.140s,PASSED
click,Chrome 65.0.3325.181,,2018-05-09 14:39:57,2018-05-09 14:39:58,0.693s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-05-09 14:39:58,2018-05-09 14:39:58,0.051s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-05-09 14:39:58,2018-05-09 14:39:58,0.090s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-05-09 14:39:58,2018-05-09 14:39:59,1.048s,PASSED
